;PlayerReplayID;AC_FRAME;Race;NumberOfBuildings;NumberOfWorkers;NumberOfAttackUnits;NumberOfAttacks;RatioAttackToNon;exp_feature1;exp_feature2;exp_feature3;exp_feature4;exp_feature5;exp_feature6;exp_feature7;exp_feature8;exp_feature9;exp_feature10;exp_feature11;exp_feature12;exp_feature13;Results1;Results2;Results3;Results4;Results5;Time
11790;34;2193;2;2;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:01:32
11791;34;2403;2;2;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:01:41
11792;34;2668;2;2;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:01:52
11793;34;2913;2;2;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:02:02
11794;34;3128;2;2;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:02:11
11795;34;3368;2;2;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:02:21
11796;34;3618;2;2;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:02:32
11797;34;3843;2;2;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:02:41
11798;34;4083;2;2;5;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:02:51
11799;34;4338;2;2;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:03:02
11800;34;4583;2;2;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:03:12
11801;34;4803;2;2;5;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:03:22
11802;34;5043;2;2;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:03:32
11803;34;5288;2;2;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:03:42
11804;34;5533;2;2;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:03:52
11805;34;5763;2;2;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:04:02
11806;34;6032;2;2;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:04:13
11807;34;6252;2;2;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:04:23
11808;34;6482;2;4;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:04:32
11809;34;6723;2;4;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:04:42
11810;34;6988;2;5;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:04:53
11811;34;7204;2;5;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:05:03
11812;34;7461;2;5;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:05:13
11813;34;7770;2;5;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:05:26
12138;35;4;1;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12139;35;310;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12140;35;494;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12141;35;724;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12142;35;983;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12143;35;1220;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12144;35;1473;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12145;35;1688;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12146;35;1924;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12147;35;2203;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12148;35;2403;1;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12149;35;2645;1;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12150;35;2882;1;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12151;35;3123;1;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12152;35;3362;1;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12153;35;3601;1;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12154;35;3842;1;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12155;35;4081;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12156;35;4324;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12157;35;4561;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12158;35;4801;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12159;35;5041;1;4;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12160;35;5281;1;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12161;35;5521;1;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12162;35;5761;1;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12163;35;6002;1;6;5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
12164;35;6241;1;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12165;35;6482;1;7;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12166;35;6722;1;7;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12167;35;6961;1;7;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12168;35;7202;1;7;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12169;35;7441;1;7;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12170;35;7682;1;7;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12171;35;7921;1;7;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12172;35;8161;1;8;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12173;35;8401;1;8;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12174;35;8641;1;8;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12175;35;8881;1;8;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12176;35;9124;1;9;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12177;35;9362;1;9;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12178;35;9601;1;10;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12179;35;9841;1;10;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12180;35;10081;1;10;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12181;35;10322;1;11;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12182;35;10561;1;11;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12183;35;10801;1;13;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12184;35;11042;1;13;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12185;35;11282;1;13;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12186;35;11522;1;14;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12187;35;11761;1;14;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12188;35;12001;1;15;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12189;35;12241;1;17;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12190;35;12481;1;17;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12191;35;12722;1;17;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12192;35;12961;1;17;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12193;35;13201;1;17;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12194;35;13441;1;18;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12195;35;13681;1;18;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12196;35;13921;1;18;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12197;35;14161;1;19;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12198;35;14401;1;19;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12199;35;14641;1;21;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12200;35;14881;1;22;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12201;35;15122;1;22;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12202;35;15361;1;23;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12203;35;15601;1;24;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12204;35;15842;1;24;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12205;35;16081;1;24;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12206;35;16322;1;24;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12207;35;16561;1;24;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12208;35;16801;1;25;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12209;35;17041;1;25;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12210;35;17281;1;26;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12211;35;17521;1;26;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12495;36;3;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:00:00
12496;36;268;2;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:00:11
12497;36;493;2;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:00:21
12498;36;751;2;1;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:00:32
12499;36;988;2;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:00:41
12500;36;1213;2;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:00:51
12501;36;1483;2;2;5;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:01:02
12502;36;1703;2;2;5;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:01:12
12503;36;1933;2;2;5;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:01:21
12504;36;2193;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:01:32
12505;36;2403;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:01:41
12506;36;2648;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:01:51
12507;36;2888;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:02:01
12508;36;3143;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:02:12
12509;36;3373;2;3;5;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:02:22
12510;36;3618;2;3;5;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:02:32
12511;36;3877;2;3;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:02:43
12512;36;4100;2;3;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0:02:52
12513;36;4363;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:03:03
12514;36;4563;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:03:12
12515;36;4803;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:03:22
12516;36;5048;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:03:32
12517;36;5285;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:03:42
12518;36;5525;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:03:52
12519;36;5762;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:04:02
12520;36;6018;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:04:13
12521;36;6248;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:04:22
12522;36;6503;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:04:33
12523;36;6725;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:04:42
12524;36;6978;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:04:53
12525;36;7213;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:05:03
12526;36;7448;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:05:13
12527;36;7703;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:05:24
12528;36;7923;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:05:33
12529;36;8168;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:05:43
12530;36;8403;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:05:53
12531;36;8643;2;3;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:06:03
12532;36;8888;2;3;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:06:13
12533;36;9133;2;3;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:06:24
12534;36;9362;2;3;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:06:33
12535;36;9613;2;4;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:06:44
12536;36;9842;2;4;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:06:53
12537;36;10083;2;4;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:07:03
12538;36;10324;2;5;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:07:14
12539;36;10564;2;6;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:07:24
12540;36;10809;2;6;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:07:34
12541;36;11049;2;6;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:07:44
12542;36;11284;2;6;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:07:54
12543;36;11527;2;6;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:08:04
12544;36;11762;2;6;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:08:14
12545;36;12007;2;6;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:08:24
12546;36;12242;2;6;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:08:34
12547;36;12482;2;6;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:08:44
12548;36;12722;2;6;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:08:54
12549;36;12962;2;7;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:09:04
12550;36;13202;2;7;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:09:14
12551;36;13442;2;7;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:09:25
12552;36;13682;2;7;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:09:35
12553;36;13922;2;7;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:09:45
12554;36;14167;2;7;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:09:55
12555;36;14401;2;7;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:10:05
12556;36;14647;2;7;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:10:15
12557;36;14899;2;7;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:10:26
12558;36;15143;2;7;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:10:36
12559;36;15364;2;8;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:10:45
12560;36;15602;2;9;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:10:55
12561;36;16019;2;9;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:11:13
12563;36;16327;2;9;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:11:26
12564;36;16635;2;9;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:11:39
12565;36;16943;2;9;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:11:52
12852;37;3;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12853;37;293;0;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
12854;37;549;0;1;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
12855;37;759;0;1;7;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
12856;37;963;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12857;37;1300;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12858;37;1575;0;1;9;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
12859;37;1749;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12861;37;2187;0;2;9;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
12862;37;2460;0;3;8;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
12863;37;2698;0;3;9;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
12864;37;2893;0;3;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
12866;37;3477;0;3;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
12867;37;3639;0;3;9;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;
12868;37;3841;0;3;9;4;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;
12869;37;4081;0;3;9;5;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;
12870;37;4322;0;3;9;5;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;
12871;37;4563;0;3;9;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;
12872;37;4803;0;4;8;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;
12873;37;5103;0;5;7;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;
12874;37;5331;0;5;8;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;
12875;37;5627;0;5;9;6;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;
12876;37;5829;0;5;10;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;
12877;37;6003;0;6;9;6;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
12878;37;6254;0;6;10;6;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
12879;37;6483;0;6;10;6;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
12880;37;6723;0;6;12;6;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
12881;37;6964;0;6;13;6;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
12882;37;7203;0;6;14;6;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;
12883;37;7441;0;6;14;6;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
12884;37;7681;0;6;14;6;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
12885;37;7921;0;6;17;6;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
12886;37;8161;0;6;18;6;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;
13209;38;3;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:00:00
13210;38;268;2;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:00:11
13211;38;493;2;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:00:21
13212;38;751;2;1;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:00:32
13213;38;988;2;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:00:41
13214;38;1213;2;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:00:51
13215;38;1483;2;2;5;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:01:02
13216;38;1723;2;2;5;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:01:12
13217;38;1938;2;2;5;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:01:21
13218;38;2168;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:01:31
13219;38;2423;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:01:42
13220;38;2643;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:01:51
13221;38;2888;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:02:01
13222;38;3123;2;3;5;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0:02:11
13223;38;3363;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:02:21
13224;38;3618;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:02:32
13225;38;3848;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:02:42
13226;38;4098;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:02:52
13227;38;4323;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:03:02
13228;38;4563;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:03:12
13229;38;4813;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:03:22
13230;38;5043;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:03:32
13231;38;5284;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:03:42
13232;38;5533;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0:03:52
13233;38;5763;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:04:02
13234;38;6012;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:04:12
13235;38;6248;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:04:22
13236;38;6483;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:04:32
13237;38;6753;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0:04:44
13238;38;7003;2;3;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0:04:54
