;PlayerReplayID;AC_FRAME;Race;NumberOfBuildings;NumberOfWorkers;NumberOfAttackUnits;NumberOfAttacks;RatioAttackToNon;exp_feature1;exp_feature2;exp_feature3;exp_feature4;exp_feature5;exp_feature6;exp_feature7;exp_feature8;exp_feature9;exp_feature10;exp_feature11;exp_feature12;exp_feature13;Results1;Results2;Results3;Results4;;Time
2696;36;16019;2;9;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:11:13
2697;36;16327;2;9;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:11:26
2698;36;16635;2;9;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:11:39
2699;36;16943;2;9;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:11:52
2700;37;3;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2701;37;293;0;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;
2702;37;549;0;1;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;
2703;37;759;0;1;7;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;
2704;37;963;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2705;37;1300;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2706;37;1575;0;1;9;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;
2707;37;1749;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2708;37;2187;0;2;9;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;
2709;37;2460;0;3;8;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;;
2710;37;2698;0;3;9;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;;
2711;37;2893;0;3;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
2712;37;3477;0;3;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
2713;37;3639;0;3;9;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;;
2714;37;3841;0;3;9;4;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;;
2715;37;4081;0;3;9;5;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;;
2716;37;4322;0;3;9;5;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;;
2717;37;4563;0;3;9;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;;
2718;37;4803;0;4;8;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;;
2719;37;5103;0;5;7;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;;
2720;37;5331;0;5;8;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;;
2721;37;5627;0;5;9;6;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;;
2722;37;5829;0;5;10;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;;
2723;37;6003;0;6;9;6;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;
2724;37;6254;0;6;10;6;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;
2725;37;6483;0;6;10;6;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;
2726;37;6723;0;6;12;6;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;;
2727;37;6964;0;6;13;6;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;
2728;37;7203;0;6;14;6;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;;
2729;37;7441;0;6;14;6;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;
2730;37;7681;0;6;14;6;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;
2731;37;7921;0;6;17;6;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;
2732;37;8161;0;6;18;6;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;
2733;38;3;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:00
2734;38;268;2;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:11
2735;38;493;2;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:21
2736;38;751;2;1;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:32
2737;38;988;2;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:41
2738;38;1213;2;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:51
2739;38;1483;2;2;5;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:01:02
2740;38;1723;2;2;5;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:01:12
2741;38;1938;2;2;5;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:01:21
2742;38;2168;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;;0:01:31
2743;38;2423;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;;0:01:42
2744;38;2643;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;;0:01:51
2745;38;2888;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;;0:02:01
2746;38;3123;2;3;5;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;;0:02:11
2747;38;3363;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;;0:02:21
2748;38;3618;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;;0:02:32
2749;38;3848;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;;0:02:42
2750;38;4098;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;;0:02:52
2751;38;4323;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;;0:03:02
2752;38;4563;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:03:12
2753;38;4813;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:03:22
2754;38;5043;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:03:32
2755;38;5284;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:03:42
2756;38;5533;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;;0:03:52
2757;38;5763;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:04:02
2758;38;6012;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:04:12
2759;38;6248;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:04:22
2760;38;6483;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:04:32
2761;38;6753;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:04:44
2762;38;7003;2;3;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:04:54
2763;38;7228;2;3;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:05:04
2764;38;7453;2;3;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:05:13
2765;38;7723;2;3;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:05:24
2766;38;7928;2;3;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:05:33
2767;39;3;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:00
2768;39;268;2;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:11
2769;39;493;2;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:21
2770;39;763;2;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:32
2771;39;988;2;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:41
2772;39;1213;2;1;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:51
2773;39;1456;2;1;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:01:01
2774;39;1703;2;2;5;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:01:12
2775;39;1948;2;2;5;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:01:22
2776;39;2178;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;;0:01:31
2777;39;2423;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;;0:01:42
2778;39;2663;2;3;5;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;;0:01:52
2779;39;2893;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;;0:02:02
2780;39;3138;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;;0:02:12
2781;39;3363;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;;0:02:21
2782;39;3613;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:02:32
2783;39;3878;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:02:43
2784;39;4103;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:02:52
2785;39;4333;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:03:02
2786;39;4563;2;3;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:03:12
2787;39;4801;2;3;5;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:03:22
2788;39;5043;2;4;5;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;0:03:32
2789;39;5288;2;4;5;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:03:42
2790;39;5635;2;4;5;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:03:57
2791;40;3;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2792;40;304;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2793;40;501;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2794;40;723;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2795;40;963;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2796;40;1203;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2797;40;1441;0;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2798;40;1688;0;2;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
2799;40;1943;0;3;8;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;;
2800;40;2172;0;3;8;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;
2801;40;2402;0;3;9;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;
2802;40;2673;0;3;9;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;;
2803;40;2899;0;3;9;3;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;
2804;40;3121;0;3;9;3;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;
2805;40;3361;0;3;9;4;4;0.03;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;
2806;40;3603;0;3;10;4;4;0.03;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;
2807;40;3855;0;3;10;4;4;0.02;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;
2808;40;4098;0;3;11;4;15;0.07;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;;
2809;40;4321;0;3;11;5;15;0.05;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;;
2810;40;4576;0;3;11;5;15;0.03;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;;
2811;40;4801;0;4;10;6;17;0.06;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;;
2812;40;5041;0;4;10;6;17;0.29;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;;
2813;40;5281;0;4;10;7;17;0.28;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;;
2814;40;5523;0;5;9;7;17;0.26;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;;
2815;40;5766;0;5;9;7;17;0.25;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;
2816;40;6003;0;5;9;7;17;0.25;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;;
2817;41;6;2;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:00
2818;41;313;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:13
2819;41;660;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:28
2820;41;817;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:34
2821;41;967;2;2;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:41
2822;41;1336;2;2;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:00:56
2823;41;1453;2;2;5;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:01:01
2824;41;1699;2;2;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:01:11
2825;41;1967;2;2;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:01:23
2826;41;2361;2;2;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:01:39
2827;41;2455;2;2;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:01:43
2828;41;2652;2;2;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:01:51
2829;41;2883;2;2;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:02:01
2830;41;3128;2;3;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0:02:11
2831;41;3385;2;4;5;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;0:02:22
2832;41;3609;2;4;5;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;0:02:32
2833;41;3859;2;5;5;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;0:02:42
2834;41;4083;2;6;5;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;;0:02:51
2835;41;4336;2;7;5;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;;0:03:02
2836;41;4563;2;7;5;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;;0:03:12
2837;41;4803;2;7;5;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;;0:03:22
2838;41;5044;2;7;5;2;0;0;0;1;0;0;1;0;0;0;3;0;0;1;0;0;0;0;1;;0:03:32
2839;41;5337;2;7;5;2;3;0.01;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;;0:03:44
2840;41;5565;2;7;5;2;5;0.03;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;;0:03:54
2841;41;5848;2;7;6;2;5;0.03;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;;0:04:06
2842;41;6021;2;7;6;2;5;0.03;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;;0:04:13
2843;41;6297;2;7;6;2;5;0.03;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;;0:04:24
2844;41;6505;2;7;6;2;5;0.03;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;;0:04:33
2845;41;6721;2;7;6;2;5;0.02;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;;0:04:42
2846;41;6982;2;7;6;2;5;0.02;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;;0:04:53
2847;41;7201;2;7;6;2;5;0.02;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;;0:05:02
2848;41;7455;2;7;6;2;5;0.02;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;;0:05:13
2849;41;7684;2;7;6;2;5;0.02;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;;0:05:23
2850;41;7925;2;7;6;2;5;0.02;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;;0:05:33
2851;41;8211;2;7;6;2;5;0.02;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;;0:05:45
2852;41;8444;2;7;6;2;5;0.02;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;;0:05:55
2853;41;8644;2;7;6;2;6;0.02;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;;0:06:03
2854;41;8907;2;7;6;3;7;0.03;0;1;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;;0:06:14
2855;41;9128;2;8;6;3;7;0.03;0;1;0;0;0;0;0;0;3;1;0;1;0;0;0;0;1;;0:06:23
2856;41;9364;2;8;6;3;8;0.03;0;1;0;0;0;0;0;0;3;1;0;1;0;0;0;0;1;;0:06:33
2857;41;9605;2;8;6;3;9;0.03;0;1;0;0;0;0;0;0;3;1;0;1;0;0;0;0;1;;0:06:43
2858;41;9846;2;9;6;3;9;0.03;0;1;0;0;0;0;0;0;3;1;1;1;0;0;0;0;1;;0:06:54
2859;41;10089;2;9;6;3;10;0.03;0;1;0;0;0;0;0;0;3;1;1;1;0;0;0;0;1;;0:07:04
2860;41;10322;2;10;6;3;10;0.03;0;1;0;0;0;0;0;0;3;1;1;1;0;0;0;0;1;;0:07:14
2861;41;10566;2;10;6;3;11;0.03;0;1;0;0;0;0;0;0;3;1;1;1;0;0;0;0;1;;0:07:24
2862;41;10803;2;10;6;3;13;0.03;0;1;0;0;0;0;0;0;3;1;1;1;0;0;0;0;1;;0:07:34
2863;41;11047;2;10;6;3;13;0.03;0;1;0;0;0;0;0;0;3;1;1;1;0;0;0;0;1;;0:07:44
2864;41;11285;2;11;6;3;15;0.03;0;1;0;0;0;0;0;0;3;1;1;1;0;0;0;0;1;;0:07:54
2865;41;11523;2;12;6;3;15;0.04;0;1;0;0;0;0;0;0;4;1;1;1;0;0;0;0;1;;0:08:04
2866;41;11761;2;12;6;3;16;0.04;0;1;0;0;0;0;0;0;4;1;1;1;0;0;0;0;0;;0:08:14
2867;41;12003;2;13;6;3;18;0.04;0;1;0;0;0;0;0;0;4;1;1;1;0;0;0;0;0;;0:08:24
2868;41;12278;2;14;6;3;18;0.04;0;1;0;0;0;0;0;0;4;1;1;1;0;0;0;0;0;;0:08:36
2869;41;12485;2;14;6;3;20;0.04;0;1;0;0;0;0;0;0;4;1;1;1;0;0;0;0;0;;0:08:44
2870;41;12723;2;16;6;4;21;0.04;0;1;0;0;0;0;0;0;6;1;1;1;0;0;0;0;0;;0:08:54
2871;41;12976;2;17;6;4;22;0.04;0;1;0;0;0;0;0;0;6;1;1;1;0;0;0;0;0;;0:09:05
2872;41;13212;2;18;6;4;24;0.05;0;1;0;0;0;0;0;0;6;1;1;1;0;0;0;0;0;;0:09:15
2873;41;13469;2;18;6;4;25;0.05;0;1;0;0;0;0;0;0;6;1;1;1;0;0;0;0;0;;0:09:26
2874;41;13685;2;18;6;5;26;0.05;0;1;0;0;0;0;0;0;6;1;1;1;0;0;0;0;0;;0:09:35
2875;41;13934;2;20;6;6;27;0.05;0;1;0;0;0;0;0;0;8;1;1;1;0;0;0;0;0;;0:09:45
2876;41;14170;2;20;6;6;29;0.05;0;1;0;0;0;0;0;0;8;1;1;1;0;0;0;0;0;;0:09:55
2877;41;14403;2;21;6;6;33;0.06;0;1;0;0;0;0;0;0;8;1;1;1;0;0;0;0;0;;0:10:05
2878;41;14643;2;21;6;6;34;0.06;0;1;0;0;0;0;0;0;8;1;1;1;0;0;0;0;0;;0:10:15
2879;41;14908;2;21;6;8;36;0.06;0;1;0;0;0;0;0;0;8;1;1;1;0;0;0;0;0;;0:10:26
2880;41;15123;2;21;6;8;38;0.07;0;1;0;0;0;0;0;0;8;1;1;1;0;0;0;0;0;;0:10:35
2881;41;15368;2;22;6;8;40;0.08;0;1;0;0;0;0;0;0;9;1;1;1;0;0;0;0;0;;0:10:45
2882;41;15621;2;22;6;8;42;0.08;0;1;0;0;0;0;0;0;9;1;1;1;0;0;0;0;0;;0:10:56
2883;41;15841;2;23;6;8;44;0.09;0;1;0;0;0;0;0;0;9;1;1;1;0;0;0;0;0;;0:11:05
2884;41;16083;2;23;6;8;48;0.1;0;1;0;0;0;0;0;0;9;1;1;1;0;0;0;0;0;;0:11:15
2885;41;16321;2;25;6;8;49;0.1;0;1;0;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:11:25
2886;41;16572;2;25;6;8;53;0.11;1;1;0;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:11:36
2887;41;16802;2;25;6;8;56;0.11;1;1;0;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:11:46
2888;41;17044;2;26;6;8;57;0.11;1;1;0;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:11:56
2889;41;17283;2;26;6;8;61;0.11;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:12:06
2890;41;17521;2;26;6;10;62;0.11;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:12:16
2891;41;17770;2;26;6;10;64;0.11;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:12:26
2892;41;18001;2;26;6;10;66;0.12;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:12:36
2893;41;18242;2;26;6;10;69;0.12;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:12:46
2894;41;18481;2;26;6;10;72;0.12;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:12:56
2895;41;18723;2;26;6;10;75;0.12;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:13:06
2896;41;18966;2;26;6;10;79;0.11;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:13:17
2897;41;19204;2;26;6;10;84;0.11;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:13:27
2898;41;19451;2;26;6;10;85;0.12;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:13:37
2899;41;19685;2;26;6;10;88;0.11;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:13:47
2900;41;19928;2;26;6;10;88;0.11;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:13:57
2901;41;20163;2;27;6;10;89;0.11;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:14:07
2902;41;20413;2;27;6;10;89;0.11;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:14:17
2903;41;20641;2;27;6;10;91;0.11;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:14:27
2904;41;20881;2;27;6;10;91;0.11;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:14:37
2905;41;21128;2;27;6;10;91;0.11;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:14:47
2906;41;21362;2;27;6;10;91;0.11;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:14:57
2907;41;21605;2;27;6;10;91;0.1;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:15:07
2908;41;21843;2;27;6;10;91;0.1;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:15:17
2909;41;22086;2;27;6;10;91;0.1;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:15:28
2910;41;22324;2;27;6;10;91;0.1;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:15:38
2911;41;22571;2;27;6;10;91;0.1;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:15:48
2912;41;22805;2;27;6;10;91;0.1;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:15:58
2913;41;23052;2;27;6;10;91;0.1;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:16:08
2914;41;23286;2;27;6;10;91;0.1;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:16:18
2915;41;23533;2;27;6;10;91;0.1;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:16:28
2916;41;23767;2;27;6;10;91;0.1;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:16:38
2917;41;24001;2;27;6;10;91;0.1;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:16:48
2918;41;24248;2;27;6;10;91;0.1;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:16:58
2919;41;24482;2;27;6;10;91;0.09;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:17:08
2920;41;24729;2;27;6;10;91;0.09;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:17:19
2921;41;24963;2;27;6;10;91;0.09;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:17:28
2922;41;25201;2;27;6;10;91;0.09;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:17:38
2923;41;25444;2;27;6;10;91;0.09;1;1;1;0;0;0;0;0;11;1;1;1;0;0;0;0;0;;0:17:49
